A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,robot_order,"[u'greedy2', u'greedy', u'optimal', u'random']"
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,advice_robot_Green,2
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,trust_robot_Yellow,4
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,useful_robot_Red,4
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,robot_colors,"[u'Red', u'Green', u'Blue', u'Yellow']"
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,greedy_medium_observe,"{u'average_rewards': [[0, 0, 0, 0], [0, 0, 0, 2], [0, 0, 0, 2.6666666666666665], [0, 0, 0, 3], [0, 0, 0, 2.4], [0, 0, 1.3333333333333333, 2.4], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 1.7142857142857142], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 2.2222222222222223], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 1.8181818181818181], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 1.8461538461538463], [0, 0, 1.3333333333333333, 1.7142857142857142], [0, 0, 1.3333333333333333, 1.8666666666666667], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 2.1176470588235294], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 1.894736842105263], [0, 0, 1.3333333333333333, 2], [0, 0, 1.3333333333333333, 1.9047619047619047], [0, 0, 1.3333333333333333, 1.8181818181818181], [0, 0, 1.3333333333333333, 1.7391304347826086], [0, 0, 1.3333333333333333, 1.6666666666666667], [0, 0, 1.3333333333333333, 1.6], [0, 0, 1.3333333333333333, 1.6923076923076923], [0, 0, 1.3333333333333333, 1.6296296296296295], [0, 0, 1.3333333333333333, 1.5714285714285714], [0, 0, 1.3333333333333333, 1.6551724137931034]], u'arm_payoffs': [2, 3, 4, 4], u'all_total_rewards': [0, 4, 8, 12, 12, 16, 16, 16, 20, 24, 24, 24, 28, 28, 28, 32, 36, 40, 40, 40, 44, 44, 44, 44, 44, 44, 48, 48, 48, 52], u'arm_probabilities': [1, 1, 0.25, 0.5], u'difficulty': u'medium', u'total_reward': 52, u'robot_type': u'greedy', u'times_chosen': [[0, 0, 1, 0], [0, 0, 1, 1], [0, 0, 1, 2], [0, 0, 1, 3], [0, 0, 1, 4], [0, 0, 2, 4], [0, 0, 2, 5], [0, 0, 2, 6], [0, 0, 2, 7], [0, 0, 2, 8], [0, 0, 2, 9], [0, 0, 2, 10], [0, 0, 2, 11], [0, 0, 2, 12], [0, 0, 2, 13], [0, 0, 2, 14], [0, 0, 2, 15], [0, 0, 2, 16], [0, 0, 2, 17], [0, 0, 2, 18], [0, 0, 2, 19], [0, 0, 2, 20], [0, 0, 2, 21], [0, 0, 2, 22], [0, 0, 2, 23], [0, 0, 2, 24], [0, 0, 2, 25], [0, 0, 2, 26], [0, 0, 2, 27], [0, 0, 2, 28]], u'all_payoffs': [0, 4, 4, 4, 0, 4, 0, 0, 4, 4, 0, 0, 4, 0, 0, 4, 4, 4, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 4], u'robot_args': {u'epsilon': 0.1, u'pretrain': 0}, u'robot_decisions': [[2, [0, 1, 2, 3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [2, [0, 1, 2, 3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [3]], [3, [0, 1, 2, 3]], [3, [3]], [3, [3]], [3, [3]]]}"
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,useful_robot_Green,4
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,advice_robot_Blue,2
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,trust_robot_Blue,3
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,observation_difficulty_order,[u'medium']
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,trust_robot_Red,4
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,greedy_easy_collaborate_suggest,"{u'pretrain_payoffs': [], u'average_rewards': [[3, 0], [3, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2], [1.5, 2]], u'pretrain_decisions': [], u'before_suggest_decisions': [1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], u'arm_payoffs': [3, 2], u'all_total_rewards': [3, 5, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59], u'arm_probabilities': [0.3333333333333333, 1], u'difficulty': u'easy', u'total_reward': 59, u'robot_type': u'greedy', u'times_chosen': [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]], u'collaboration_type': u'suggest', u'human_decisions': [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], u'all_payoffs': [3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], u'robot_args': {u'epsilon': 0.1, u'pretrain': 0}, u'robot_decisions': [[0, 1], [0], [0], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [0, 1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [0, 1], [1]]}"
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,time_taken_Blue,85952
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,useful_robot_Blue,3
A1YNGQXMGLM9L7:3O6CYIULEE87N2L0VUO6PX4SMEBWU9,useful_robot_Yellow,4
